drug,final_score,trace_score,genetic_support,pathway_concordance,sig_reproducibility,n_cell_lines,baseline_score,final_rank
efavirenz,0.5841346153846153,-0.0061892422360842,0.0,0.0,0.0,7,0.0,588
fingolimod,0.583851809954751,-0.0062061104649296,0.0,0.0,0.0,7,0.0,589
amiloride,0.5835690045248868,-0.0062085129147497,0.0,0.0,0.0,7,0.0,590
entinostat,0.5832861990950226,-0.0062227168635427,0.0,0.0,0.0,21,0.0,591
tasquinimod,0.5830033936651583,-0.0062894085628777,0.0,0.0,0.0,7,0.0818726591760299,592
tolazamide,0.582720588235294,-0.0063488500898914,0.0,0.0,0.0,7,0.0698876404494381,593
oxybuprocaine,0.5824377828054298,-0.0063627276822876,0.0,0.0,0.0,7,0.0733520599250936,594
SU-11274,0.5821549773755655,-0.0063845399643287,0.0,0.0,0.0,13,-0.06812734082397,595
SGI-1776,0.5818721719457013,-0.0064717722604925,0.0,0.0,0.0,24,0.0,596
thiocolchicoside,0.581589366515837,-0.0065165486885662,0.0,0.0,0.0,7,0.0982771535580524,597
grazoprevir,0.5813065610859728,-0.0065226579566001,0.0,0.0,0.0,7,0.0959363295880149,598
darifenacin,0.5810237556561085,-0.0065494787113437,0.0,0.0,0.0,7,-0.0660299625468164,599
etodolac,0.5807409502262443,-0.0065938950055096,0.0,0.0,0.0,7,0.0853183520599251,600
enoxolone,0.58045814479638,-0.0068480994401847,0.0,0.0,0.0,7,0.0517790262172284,601
BX-795,0.5801753393665158,-0.0068807260642242,0.0,0.0,0.0,19,0.0,602
cisapride,0.5798925339366515,-0.0068950660674278,0.0,0.0,0.0,7,0.0654494382022472,603
alaproclate,0.5796097285067873,-0.0069502836625217,0.0,0.0,0.0,7,-0.059063670411985,604
dapagliflozin,0.579326923076923,-0.0069736688277816,0.0,0.0,0.0,7,0.1342696629213483,605
ticlopidine,0.5790441176470588,-0.0069771670869183,0.0,0.0,0.0,7,0.0816104868913857,606
sulbactam,0.5787613122171945,-0.0069862600445565,0.0,0.0,0.0,7,0.0,607
lofexidine,0.5784785067873303,-0.0070875799408132,0.0,0.0,0.0,7,0.0,608
flavoxate,0.578195701357466,-0.0071461916758729,0.0,0.0,0.0,7,0.1238014981273408,609
lidocaine,0.5779128959276018,-0.0072005739084194,0.0,0.0,0.0,7,0.0,610
CPI-613,0.5776300904977375,-0.0072090383270062,0.0,0.0,0.0,7,0.0950374531835206,611
PS-178990,0.5773472850678733,-0.0072792413291222,0.0,0.0,0.0,7,0.0721535580524344,612
fludroxycortide,0.577064479638009,-0.0074637716707759,0.0,0.0,0.0,7,0.0,613
fluvoxamine,0.5767816742081447,-0.0074680415789676,0.0,0.0,0.0,7,0.0773970037453183,614
drospirenone,0.5764988687782805,-0.0074799308080754,0.0,0.0,0.0,7,0.0825468164794007,615
L-ergothioneine,0.5762160633484162,-0.007497274379726,0.0,0.0,0.0,7,0.0,616
glibenclamide,0.575933257918552,-0.0075158355125082,0.0,0.0,0.0,7,0.0,617
idalopirdine,0.5756504524886877,-0.0076106695033037,0.0,0.0,0.0,7,0.0,618
lenvatinib,0.5753676470588235,-0.0078473423594234,0.0,0.0,0.0,7,0.066441947565543,619
phenylacetylglutamine,0.5750848416289592,-0.0079011538089619,0.0,0.0,0.0,7,0.0,620
ramelteon,0.574802036199095,-0.0079442641209824,0.0,0.0,0.0,7,0.0649999999999999,621
phenylbutazone,0.5745192307692307,-0.0079859694644406,0.0,0.0,0.0,7,0.0,622
apixaban,0.5742364253393665,-0.0080849246675202,0.0,0.0,0.0,7,0.0895318352059925,623
ftorafur,0.5739536199095022,-0.008214423403909,0.0,0.0,0.0,7,0.0,624
amlexanox,0.573670814479638,-0.0082937974773247,0.0,0.0,0.0,7,0.0,625
picotamide,0.5733880090497737,-0.0082979067099748,0.0,0.0,0.0,7,0.0,626
epinastine,0.5731052036199095,-0.0083865181633067,0.0,0.0,0.0,7,0.1134831460674157,627
mirtazapine,0.5728223981900452,-0.0083925897392444,0.0,0.0,0.0,7,0.0,628
SB-271046,0.572539592760181,-0.0084358295577141,0.0,0.0,0.0,7,0.0,629
telotristat,0.5722567873303167,-0.0084980200958075,0.0,0.0,0.0,7,0.0796629213483146,630
nicotinamide,0.5719739819004525,-0.0085050500471131,0.0,0.0,0.0,7,0.0915917602996254,631
inositol,0.5716911764705882,-0.0085096361827491,0.0,0.0,0.0,7,0.0,632
triptorelin,0.571408371040724,-0.0085590112309882,0.0,0.0,0.0,7,0.080505617977528,633
biperiden,0.5711255656108597,-0.0086342080834311,0.0,0.0,0.0,7,0.0839325842696629,634
PX-12,0.5708427601809954,-0.0086708854640385,0.0,0.0,0.0,7,0.0905056179775281,635
balapiravir,0.5705599547511312,-0.0087122786392164,0.0,0.0,0.0,7,0.1009550561797752,636
sufentanil,0.5702771493212669,-0.0087361678627601,0.0,0.0,0.0,7,0.0920224719101123,637
oxiperomide,0.5699943438914027,-0.0088972756109067,0.0,0.0,0.0,7,0.0,638
alvimopan,0.5697115384615384,-0.0089749168157673,0.0,0.0,0.0,7,0.0,639
closantel,0.5694287330316742,-0.0090033953958841,0.0,0.0,0.0,7,0.0644756554307116,640
nefiracetam,0.5691459276018099,-0.009026043815368,0.0,0.0,0.0,7,0.0893445692883895,641
methiopril,0.5688631221719457,-0.0090518634897902,0.0,0.0,0.0,7,0.106629213483146,642
defactinib,0.5685803167420814,-0.0091414840394334,0.0,0.0,0.0,7,0.0,643
pinacidil,0.5682975113122172,-0.0092351222058763,0.0,0.0,0.0,7,-0.0700187265917602,644
timolol,0.5680147058823529,-0.009359222250815,0.0,0.0,0.0,7,0.0876029962546816,645
taladegib,0.5677319004524887,-0.0093662759856265,0.0,0.0,0.0,7,0.0776404494382022,646
pibenzimol,0.5674490950226244,-0.0093912023304121,0.0,0.0,0.0,7,0.1012359550561797,647
ipratropium,0.5671662895927602,-0.0093957086946571,0.0,0.0,0.0,7,0.0663295880149812,648
PF-04691502,0.5668834841628959,-0.0094458310751791,0.0,0.0,0.0,7,-0.0863857677902621,649
BAY-87-2243,0.5666006787330317,-0.0094655126356275,0.0,0.0,0.0,7,0.0,650
MBX-2982,0.5663178733031674,-0.0094850618301392,0.0,0.0,0.0,7,0.0857865168539326,651
XBD-173,0.5660350678733032,-0.0095137206746022,0.0,0.0,0.0,7,0.0521161048689138,652
tasisulam,0.5657522624434389,-0.009601604391721,0.0,0.0,0.0,7,0.1317415730337078,653
MK-5108,0.5654694570135747,-0.0097176900005811,0.0,0.0,0.0,7,0.0574344569288389,654
clozapine,0.5651866515837104,-0.0097604802777054,0.0,0.0,0.0,7,0.0,655
beclomethasone-dipropionate,0.5649038461538461,-0.009777289317696,0.0,0.0,0.0,7,0.0,656
orteronel,0.5646210407239819,-0.0098992502679613,0.0,0.0,0.0,7,0.0905617977528089,657
GSK-2334470,0.5643382352941176,-0.0099355734900025,0.0,0.0,0.0,19,0.083501872659176,658
ATN-161,0.5640554298642534,-0.0102283710727585,0.0,0.0,0.0,7,0.0728651685393258,659
phenformin,0.5637726244343891,-0.0102549067165204,0.0,0.0,0.0,7,0.072565543071161,660
idoxuridin,0.5634898190045249,-0.0102894612349677,0.0,0.0,0.0,7,0.0,661
PHA-665752,0.5632070135746606,-0.0102965667272561,0.0,0.0,0.0,13,0.0,662
API-001,0.5629242081447964,-0.0103572957837113,0.0,0.0,0.0,7,0.0811235955056179,663
cabozantinib,0.5626414027149321,-0.0103707176014338,0.0,0.0,0.0,24,0.0733333333333333,664
metoclopramide,0.5623585972850679,-0.0104102059500592,0.0,0.0,0.0,7,0.065,665
methazolamide,0.5620757918552036,-0.010418485425252,0.0,0.0,0.0,7,0.0919475655430711,666
vincamine,0.5617929864253394,-0.0104835314337803,0.0,0.0,0.0,7,0.0778089887640449,667
doxapram,0.5615101809954751,-0.0105275080957367,0.0,0.0,0.0,7,0.095749063670412,668
indoximod,0.5612273755656109,-0.0105288421059441,0.0,0.0,0.0,7,0.1065917602996254,669
GSK-1904529A,0.5609445701357466,-0.0105356235786837,0.0,0.0,0.0,15,-0.0953932584269663,670
retigabine,0.5606617647058824,-0.0105477289583257,0.0,0.0,0.0,7,0.0854494382022471,671
ataluren,0.5603789592760181,-0.0106504336408305,0.0,0.0,0.0,7,0.0,672
erteberel,0.5600961538461539,-0.0108859400870604,0.0,0.0,0.0,7,0.0751123595505618,673
bms-906024,0.5598133484162896,-0.0109254502933312,0.0,0.0,0.0,2,0.0,674
tagatose,0.5595305429864253,-0.0109861329715429,0.0,0.0,0.0,7,0.0842883895131086,675
pramipexole,0.5592477375565611,-0.0111097581266228,0.0,0.0,0.0,7,0.1117790262172284,676
eplerenone,0.5589649321266968,-0.011127765160908,0.0,0.0,0.0,7,0.0952434456928838,677
apocynin,0.5586821266968326,-0.0111424891274879,0.0,0.0,0.0,7,0.0,678
amlodipine,0.5583993212669683,-0.0112630066638228,0.0,0.0,0.0,7,0.0765168539325843,679
berberine,0.5581165158371041,-0.0113151911533069,0.0,0.0,0.0,7,0.0697565543071161,680
reboxetine,0.5578337104072398,-0.0113413528038264,0.0,0.0,0.0,7,0.0808426966292134,681
fosfomycin,0.5575509049773756,-0.0113998375123119,0.0,0.0,0.0,7,0.0,682
navitoclax,0.5572680995475113,-0.0114311030045824,0.0,0.0,0.0,7,0.0,683
etomoxir,0.5569852941176471,-0.0115049201727035,0.0,0.0,0.0,7,0.0652059925093632,684
CI-966,0.5567024886877828,-0.0115057545585289,0.0,0.0,0.0,7,0.0,685
clobetasol,0.5564196832579186,-0.0116159557859122,0.0,0.0,0.0,7,0.0,686
A-443654,0.5561368778280543,-0.0116378010313776,0.0,0.0,0.0,15,0.0638951310861423,687
exifone,0.5558540723981901,-0.0116600976381428,0.0,0.0,0.0,5,0.0,688
aprepitant,0.5555712669683258,-0.011751899835034,0.0,0.0,0.0,7,0.0855992509363295,689
nicotine,0.5552884615384616,-0.0118048715884924,0.0,0.0,0.0,7,0.1400561797752809,690
BCI-540,0.5550056561085973,-0.0118128897184669,0.0,0.0,0.0,7,0.0939325842696629,691
cariporide,0.554722850678733,-0.0118232871579487,0.0,0.0,0.0,7,0.0831647940074906,692
verapamil,0.5544400452488687,-0.011904156403967,0.0,0.0,0.0,7,0.0,693
nefazodone,0.5541572398190044,-0.0120577052130432,0.0,0.0,0.0,7,0.0,694
dorzolamide,0.5538744343891402,-0.0120740653945878,0.0,0.0,0.0,7,0.0957303370786516,695
zaleplon,0.5535916289592759,-0.0121626688146961,0.0,0.0,0.0,7,0.066067415730337,696
temozolomide,0.5533088235294117,-0.0122599473461887,0.0,0.0,0.0,7,0.0791198501872659,697
mycophenolate-mofetil,0.5530260180995474,-0.0124127983490857,0.0,0.0,0.0,7,0.0,698
diflunisal,0.5527432126696832,-0.0124553511578855,0.0,0.0,0.0,7,0.0,699
dapsone,0.5524604072398189,-0.0124617130612366,0.0,0.0,0.0,7,0.1197940074906367,700
piribedil,0.5521776018099547,-0.0124679315386473,0.0,0.0,0.0,7,0.0866666666666666,701
PF-04136309,0.5518947963800904,-0.012510211902206,0.0,0.0,0.0,7,-0.0788202247191011,702
ARRY-334543,0.5516119909502262,-0.0125259641456913,0.0,0.0,0.0,7,0.0,703
PCA-4248,0.5513291855203619,-0.012576384425871,0.0,0.0,0.0,7,0.0,704
zebularine,0.5510463800904977,-0.0126392570240739,0.0,0.0,0.0,5,0.0,705
dimesna,0.5507635746606334,-0.0126430610840506,0.0,0.0,0.0,7,0.0703745318352059,706
penciclovir,0.5504807692307692,-0.0126545777161233,0.0,0.0,0.0,7,0.0884456928838951,707
fluorometholone,0.5501979638009049,-0.0127309727946374,0.0,0.0,0.0,7,0.0,708
pyrazinoylguanidine,0.5499151583710407,-0.0127952398556393,0.0,0.0,0.0,7,0.0,709
progesterone,0.5496323529411764,-0.0128008291913617,0.0,0.0,0.0,7,0.0,710
pazufloxacin,0.5493495475113122,-0.0128008649131461,0.0,0.0,0.0,7,0.081441947565543,711
donepezil,0.5490667420814479,-0.01282919713446,0.0,0.0,0.0,7,0.0617041198501872,712
mubritinib,0.5487839366515836,-0.0128325437409585,0.0,0.0,0.0,7,0.0,713
cobicistat,0.5485011312217194,-0.0128454479085297,0.0,0.0,0.0,7,-0.0910674157303371,714
CTS-1027,0.5482183257918551,-0.0128479990864065,0.0,0.0,0.0,7,0.0,715
buflomedil,0.5479355203619909,-0.0129299346221907,0.0,0.0,0.0,7,0.0863295880149813,716
mefloquine,0.5476527149321266,-0.0129613207933515,0.0,0.0,0.0,7,0.0,717
LY-294002,0.5473699095022624,-0.013051201552605,0.0,0.0,0.0,5,0.0949250936329588,718
lasalocid,0.5470871040723981,-0.0130793696520994,0.0,0.0,0.0,7,0.0875468164794007,719
semaxanib,0.5468042986425339,-0.0130927295206753,0.0,0.0,0.0,7,0.0947565543071161,720
APD-668,0.5465214932126696,-0.013158848647894,0.0,0.0,0.0,7,0.1084456928838951,721
CG-930,0.5462386877828054,-0.0131640016349022,0.0,0.0,0.0,19,0.0,722
betulinic-acid,0.5459558823529411,-0.0131676083801316,0.0,0.0,0.0,7,0.0583520599250936,723
fluphenazine,0.5456730769230769,-0.0131743710092464,0.0,0.0,0.0,7,0.0756367041198501,724
estriol,0.5453902714932126,-0.0131980920473811,0.0,0.0,0.0,7,0.0,725
PF-04457845,0.5451074660633484,-0.0132337180606165,0.0,0.0,0.0,7,0.0,726
idelalisib,0.5448246606334841,-0.0132470674781016,0.0,0.0,0.0,24,0.0,727
tioconazole,0.5445418552036199,-0.0132546885620035,0.0,0.0,0.0,7,-0.0691385767790262,728
enoxacin,0.5442590497737556,-0.0132608354252323,0.0,0.0,0.0,7,0.0762734082397003,729
lodoxamide,0.5439762443438914,-0.0133000334431626,0.0,0.0,0.0,7,0.0805430711610487,730
PSI-6130,0.5436934389140271,-0.0133032666187206,0.0,0.0,0.0,7,0.0,731
moxifloxacin,0.5434106334841629,-0.0133349040457574,0.0,0.0,0.0,7,0.0,732
SB-756050,0.5431278280542986,-0.0133474309183224,0.0,0.0,0.0,7,0.0,733
BAY-K8644,0.5428450226244343,-0.01335594446549,0.0,0.0,0.0,7,0.0895318352059925,734
VGX-1027,0.5425622171945701,-0.0133885537512438,0.0,0.0,0.0,7,0.0978464419475655,735
BMS-707035,0.5422794117647058,-0.013434672448509,0.0,0.0,0.0,7,-0.0778089887640449,736
lurasidone,0.5419966063348416,-0.0134795673104465,0.0,0.0,0.0,7,-0.0828089887640449,737
NMS-1286937,0.5417138009049773,-0.0134804436639652,0.0,0.0,0.0,7,0.0,738
2-methoxyestradiol,0.5414309954751131,-0.0135285362854099,0.0,0.0,0.0,7,0.0,739
indinavir,0.5411481900452488,-0.013575741144023,0.0,0.0,0.0,7,0.0,740
rilmenidine,0.5408653846153846,-0.0135762097401357,0.0,0.0,0.0,7,0.0,741
VX-661,0.5405825791855203,-0.0136108321779685,0.0,0.0,0.0,7,0.0,742
alagebrium,0.5402997737556561,-0.0137820198643192,0.0,0.0,0.0,7,0.0817415730337078,743
ellagic-acid,0.5400169683257918,-0.0138100205315377,0.0,0.0,0.0,7,0.0,744
altrenogest,0.5397341628959276,-0.0139173643730911,0.0,0.0,0.0,7,0.1059176029962546,745
carvedilol,0.5394513574660633,-0.0140172648573977,0.0,0.0,0.0,7,0.0,746
AS-601245,0.5391685520361991,-0.0140237511161283,0.0,0.0,0.0,13,0.134625468164794,747
acetazolamide,0.5388857466063348,-0.0140438749895388,0.0,0.0,0.0,7,0.0,748
pimozide,0.5386029411764706,-0.0140633796191302,0.0,0.0,0.0,7,0.0,749
asenapine,0.5383201357466063,-0.0140983915754153,0.0,0.0,0.0,7,0.067003745318352,750
talinolol,0.5380373303167421,-0.0141036888187068,0.0,0.0,0.0,7,0.0627153558052434,751
sorbinil,0.5377545248868778,-0.0141752296774219,0.0,0.0,0.0,7,0.0658052434456928,752
pinitol,0.5374717194570136,-0.0142025102165737,0.0,0.0,0.0,7,0.0,753
fulvestrant,0.5371889140271493,-0.0142998352441656,0.0,0.0,0.0,7,0.0,754
lopinavir,0.536906108597285,-0.014350756258842,0.0,0.0,0.0,7,0.0,755
sertindole,0.5366233031674208,-0.0143674609768809,0.0,0.0,0.0,7,0.0,756
nepafenac,0.5363404977375565,-0.0144235562992404,0.0,0.0,0.0,7,-0.045880149812734,757
tetradecylthioacetic-acid,0.5360576923076923,-0.0145163963016881,0.0,0.0,0.0,7,0.1147565543071161,758
minaprine,0.535774886877828,-0.0145193662706539,0.0,0.0,0.0,7,0.0,759
tizanidine,0.5354920814479638,-0.014551301418313,0.0,0.0,0.0,7,0.0723970037453183,760
preladenant,0.5352092760180995,-0.0146168340902497,0.0,0.0,0.0,7,0.1054307116104868,761
bumetanide,0.5349264705882353,-0.0146417641501581,0.0,0.0,0.0,7,0.0894569288389513,762
climbazole,0.534643665158371,-0.0146526128937716,0.0,0.0,0.0,7,0.0,763
rolipram,0.5343608597285068,-0.0147131621427119,0.0,0.0,0.0,9,0.107378277153558,764
ARP-101,0.5340780542986425,-0.0147351873003046,0.0,0.0,0.0,7,0.0,765
vinburnine,0.5337952488687783,-0.0147511500195235,0.0,0.0,0.0,7,0.1026779026217228,766
ciglitazone,0.533512443438914,-0.0147958025170221,0.0,0.0,0.0,7,0.1368352059925094,767
GDC-0068,0.5332296380090498,-0.0148419841346863,0.0,0.0,0.0,24,0.0708988764044943,768
lacitol,0.5329468325791855,-0.0149258298761285,0.0,0.0,0.0,7,0.0549812734082397,769
amiprilose,0.5326640271493213,-0.0149755445810205,0.0,0.0,0.0,7,0.0673782771535579,770
SCH-28080,0.532381221719457,-0.0150734255133273,0.0,0.0,0.0,7,-0.0779213483146067,771
fexofenadine,0.5320984162895928,-0.0150949394414753,0.0,0.0,0.0,7,0.0797752808988764,772
cimetidine,0.5318156108597285,-0.015301749164379,0.0,0.0,0.0,7,0.0,773
balaglitazone,0.5315328054298643,-0.0153169305478563,0.0,0.0,0.0,7,-0.0534082397003745,774
VTP-27999,0.53125,-0.0153338213057089,0.0,0.0,0.0,7,0.1080149812734082,775
PKI-179,0.5309671945701357,-0.0153639115565996,0.0,0.0,0.0,7,-0.0564794007490636,776
L-citrulline,0.5306843891402715,-0.0154140462570632,0.0,0.0,0.0,7,0.0,777
arofylline,0.5304015837104072,-0.0154412977421208,0.0,0.0,0.0,7,0.0701685393258427,778
ivabradine,0.530118778280543,-0.0155288423390718,0.0,0.0,0.0,7,0.0872097378277153,779
suprofen,0.5298359728506787,-0.0155481179265367,0.0,0.0,0.0,7,0.0987453183520599,780
amineptine,0.5295531674208145,-0.0156489027079415,0.0,0.0,0.0,7,-0.0695318352059925,781
isoniazid,0.5292703619909502,-0.0156679284112996,0.0,0.0,0.0,7,0.0726217228464419,782
tamoxifen,0.528987556561086,-0.0156844338499997,0.0,0.0,0.0,7,0.0684644194756554,783
TPCA-1,0.5287047511312217,-0.0156929358643002,0.0,0.0,0.0,22,0.0,784
AMG-517,0.5284219457013575,-0.0157482980302542,0.0,0.0,0.0,7,0.0679775280898876,785
tretinoin,0.5281391402714932,-0.0157858580809854,0.0,0.0,0.0,5,0.0,786
calcitriol,0.527856334841629,-0.0158315110808714,0.0,0.0,0.0,7,-0.0770973782771535,787
dicoumarol,0.5275735294117647,-0.0159022655851781,0.0,0.0,0.0,7,0.0,788
cyproterone-acetate,0.5272907239819005,-0.0159122560459223,0.0,0.0,0.0,7,0.0,789
HMN-214,0.5270079185520362,-0.015973720254816,0.0,0.0,0.0,21,0.0,790
warfarin,0.526725113122172,-0.015976121095142,0.0,0.0,0.0,7,0.0,791
labetalol,0.5264423076923077,-0.0161151200922343,0.0,0.0,0.0,7,0.0,792
penicillin-v-potassium,0.5261595022624435,-0.0161380410429669,0.0,0.0,0.0,7,0.0,793
ketorolac,0.5258766968325792,-0.0162194864256225,0.0,0.0,0.0,7,0.0937453183520599,794
andrographolide,0.525593891402715,-0.0162530259774524,0.0,0.0,0.0,7,0.0730711610486891,795
almorexant,0.5253110859728507,-0.0165120648042872,0.0,0.0,0.0,7,0.0,796
methylnaltrexone,0.5250282805429864,-0.0165147469083413,0.0,0.0,0.0,7,0.0833520599250935,797
dideoxyadenosine,0.5247454751131222,-0.0166742929419242,0.0,0.0,0.0,7,0.1023970037453183,798
BRD-K73261812,0.5244626696832579,-0.0167328960169764,0.0,0.0,0.0,2,0.0,799
capsaicin,0.5241798642533937,-0.0167335574398664,0.0,0.0,0.0,7,0.077565543071161,800
pomalidomide,0.5238970588235294,-0.0167446792143719,0.0,0.0,0.0,7,0.0671161048689138,801
anidulafungin,0.5236142533936652,-0.0167578467250082,0.0,0.0,0.0,7,0.0681647940074906,802
saxagliptin,0.5233314479638008,-0.0168416114677965,0.0,0.0,0.0,7,0.0,803
eptifibatide,0.5230486425339366,-0.0169617867517513,0.0,0.0,0.0,7,0.1150187265917602,804
candesartan,0.5227658371040723,-0.0171988247035969,0.0,0.0,0.0,7,0.0,805
tramadol,0.5224830316742081,-0.0172137556858676,0.0,0.0,0.0,7,0.0,806
SN-38,0.5222002262443438,-0.0172790950494252,0.0,0.0,0.0,7,0.0,807
desmopressin-acetate,0.5219174208144796,-0.0173092571025879,0.0,0.0,0.0,7,0.0827153558052434,808
10-DEBC,0.5216346153846153,-0.017385592881468,0.0,0.0,0.0,7,0.0,809
linezolid,0.521351809954751,-0.0175551716111377,0.0,0.0,0.0,7,0.0913108614232209,810
acarbose,0.5210690045248868,-0.017575265103735,0.0,0.0,0.0,7,0.0855992509363295,811
cinepazide,0.5207861990950226,-0.0176119588760905,0.0,0.0,0.0,7,0.0885393258426966,812
gliclazide,0.5205033936651583,-0.0176324615742087,0.0,0.0,0.0,7,0.0535205992509363,813
tipiracil,0.520220588235294,-0.017751776428019,0.0,0.0,0.0,7,0.0,814
cutamesine,0.5199377828054298,-0.0178351951229412,0.0,0.0,0.0,7,0.0819475655430711,815
urea,0.5196549773755655,-0.0179605413907542,0.0,0.0,0.0,7,0.0958239700374531,816
ketotifen,0.5193721719457013,-0.0182142867824575,0.0,0.0,0.0,7,0.0969475655430711,817
tacrine,0.519089366515837,-0.0184755738809308,0.0,0.0,0.0,7,0.1073970037453183,818
sacubitril,0.5188065610859728,-0.0185021775433518,0.0,0.0,0.0,7,0.1481086142322097,819
okadaic acid,0.5185237556561085,-0.0185144795236444,0.0,0.0,0.0,5,0.0,820
AZD-8055,0.5182409502262443,-0.0185563258177311,0.0,0.0,0.0,15,0.0828277153558052,821
PSI-7976,0.51795814479638,-0.0185685994617929,0.0,0.0,0.0,7,0.0799812734082396,822
ASC-J9,0.5176753393665158,-0.0185882955665667,0.0,0.0,0.0,7,0.05625468164794,823
tonabersat,0.5173925339366515,-0.018589160539374,0.0,0.0,0.0,7,0.0814419475655431,824
etravirine,0.5171097285067873,-0.0186183660499699,0.0,0.0,0.0,7,0.0,825
amitifadine,0.516826923076923,-0.0186201532145301,0.0,0.0,0.0,7,0.0,826
anastrozole,0.5165441176470588,-0.0186854317714437,0.0,0.0,0.0,7,0.1056554307116104,827
emedastine,0.5162613122171945,-0.0187195747069438,0.0,0.0,0.0,7,0.0,828
tetrahydrouridine,0.5159785067873303,-0.0187551040563326,0.0,0.0,0.0,7,0.0847565543071161,829
tolvaptan,0.515695701357466,-0.0187594781226492,0.0,0.0,0.0,7,0.0,830
brequinar,0.5154128959276018,-0.0187878362508306,0.0,0.0,0.0,7,0.0,831
NXY-059,0.5151300904977375,-0.0187889728284908,0.0,0.0,0.0,7,0.0,832
LY-2784544,0.5148472850678733,-0.0188694222164341,0.0,0.0,0.0,7,0.0,833
dextromethorphan,0.514564479638009,-0.0189074420160717,0.0,0.0,0.0,7,0.0843258426966292,834
irbesartan,0.5142816742081447,-0.018945936803193,0.0,0.0,0.0,7,0.0551498127340823,835
empagliflozin,0.5139988687782805,-0.0189913659334051,0.0,0.0,0.0,7,0.1146629213483146,836
ACY-1215,0.5137160633484162,-0.0190141360506301,0.0,0.0,0.0,21,0.0,837
lomeguatrib,0.513433257918552,-0.0190350860093757,0.0,0.0,0.0,7,0.0,838
sotrastaurin,0.5131504524886877,-0.0191144035414799,0.0,0.0,0.0,9,0.0,839
sitagliptin,0.5128676470588235,-0.0191296972008331,0.0,0.0,0.0,7,0.0965543071161049,840
mitoxantrone,0.5125848416289592,-0.019136582418983,0.0,0.0,0.0,29,0.0,841
pirfenidone,0.512302036199095,-0.0191691221905513,0.0,0.0,0.0,7,0.0918539325842696,842
ethinyl-estradiol,0.5120192307692307,-0.0192306674225602,0.0,0.0,0.0,7,0.0718352059925094,843
aminocaproic-acid,0.5117364253393665,-0.0192698321113137,0.0,0.0,0.0,7,0.0813857677902621,844
prochlorperazine,0.5114536199095022,-0.0193118781619453,0.0,0.0,0.0,7,0.0,845
torcitabine,0.511170814479638,-0.0193199274416796,0.0,0.0,0.0,7,0.0950187265917602,846
glycitein,0.5108880090497737,-0.0193364557275514,0.0,0.0,0.0,7,0.0743820224719101,847
phenprocoumon,0.5106052036199095,-0.0193632743993072,0.0,0.0,0.0,7,0.0,848
trimebutine,0.5103223981900452,-0.0193638698356174,0.0,0.0,0.0,7,0.0,849
atenolol-(+/-),0.510039592760181,-0.0194220816630351,0.0,0.0,0.0,7,0.0961048689138576,850
benfluorex,0.5097567873303167,-0.0194223088437666,0.0,0.0,0.0,7,0.0964981273408239,851
dicloxacillin,0.5094739819004525,-0.0197624352826264,0.0,0.0,0.0,7,0.0,852
papaverine,0.5091911764705882,-0.0198097696791077,0.0,0.0,0.0,7,0.0,853
erlotinib,0.508908371040724,-0.0199258292578378,0.0,0.0,0.0,15,-0.0689513108614232,854
ivacaftor,0.5086255656108597,-0.0199975315523894,0.0,0.0,0.0,7,0.0,855
cefoperazone,0.5083427601809954,-0.0201299859800434,0.0,0.0,0.0,7,0.0,856
voxtalisib,0.5080599547511312,-0.0201306698454088,0.0,0.0,0.0,7,0.0579962546816479,857
teriflunomide,0.5077771493212669,-0.0201425254630831,0.0,0.0,0.0,7,0.0912734082397004,858
AZD-5363,0.5074943438914027,-0.0201659021569946,0.0,0.0,0.0,7,0.1061985018726592,859
RG-2833,0.5072115384615384,-0.0201717022463847,0.0,0.0,0.0,7,0.0,860
CGK-733,0.5069287330316742,-0.0202174159618074,0.0,0.0,0.0,19,0.0,861
ZK-93423,0.5066459276018099,-0.0202223722553971,0.0,0.0,0.0,7,0.0603932584269662,862
KN-93,0.5063631221719457,-0.0202410407358443,0.0,0.0,0.0,5,0.0,863
ORG-9768,0.5060803167420814,-0.0202751223907929,0.0,0.0,0.0,7,0.0963857677902622,864
talnetant,0.5057975113122172,-0.0203459994460041,0.0,0.0,0.0,7,0.0,865
resminostat,0.5055147058823529,-0.0203744715829229,0.0,0.0,0.0,7,0.0,866
ranolazine,0.5052319004524887,-0.0203906891587362,0.0,0.0,0.0,7,0.0,867
bepotastine,0.5049490950226244,-0.0204144756524526,0.0,0.0,0.0,7,0.0780149812734082,868
ethylenediaminetetraacetic-acid,0.5046662895927602,-0.0204544100580146,0.0,0.0,0.0,7,0.068501872659176,869
triamcinolone,0.5043834841628959,-0.0204615703916828,0.0,0.0,0.0,7,0.0,870
AMG-208,0.5041006787330317,-0.0205027404513178,0.0,0.0,0.0,7,0.0,871
methocarbamol,0.5038178733031674,-0.0208061918405235,0.0,0.0,0.0,7,0.1103558052434456,872
formestane,0.5035350678733032,-0.0208239536266809,0.0,0.0,0.0,7,0.089063670411985,873
procainamide,0.5032522624434389,-0.0208305342230897,0.0,0.0,0.0,7,0.0945505617977527,874
nemonapride,0.5029694570135747,-0.0208864698613651,0.0,0.0,0.0,7,0.0853932584269663,875
TG-100115,0.5026866515837104,-0.0208967510257241,0.0,0.0,0.0,7,0.0677340823970037,876
